SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(5,13)-(13,42)",7.838491732825296e-23,22,8,40,13,26,9,0
"(5,16)-(13,42)",1.4038449430175444e-27,8,26,22,9,40,1,0
"(12,15)-(12,41)",50.03969669342041,14,27,1,2,3,13,0
"(12,36)-(12,37)",1.0813002715437392e-07,1,2,29,33,4,32,0
"(12,38)-(12,40)",51.79629325866699,29,1,2,4,3,21,0
"(20,12)-(29,35)",4.993653465205871e-24,22,13,40,8,37,9,0
"(20,15)-(29,35)",5.749393563065687e-31,8,22,9,40,13,37,0
"(29,19)-(29,34)",0.27820479590445757,2,5,3,12,1,36,0
"(29,20)-(29,27)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(29,31)-(29,33)",18.648625910282135,27,43,28,1,2,3,0
"(38,13)-(38,19)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(38,13)-(38,44)",20.623387396335602,13,27,3,14,28,2,0
"(38,22)-(38,44)",67.20231175422668,3,27,2,14,30,13,0
"(38,23)-(38,33)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(41,3)-(45,67)",4.2337387800216675,9,8,30,12,13,1,0
"(41,9)-(43,69)",0.0029840823117410764,26,9,1,42,17,14,0
"(41,11)-(43,69)",2.8887657890774854e-09,26,42,9,21,8,1,0
"(42,5)-(43,69)",75.89552402496338,16,18,11,20,1,12,0
"(43,5)-(43,69)",52.50080227851868,11,16,18,12,49,15,0
"(43,13)-(43,23)",6.634286897622133e-07,1,29,2,10,4,33,0
"(43,13)-(43,28)",43.007683753967285,24,14,3,1,33,2,0
"(43,32)-(43,69)",0.00013235211326900753,15,16,12,36,18,11,0
"(43,40)-(43,46)",1.0813002715437392e-07,1,2,29,33,4,32,0
"(43,40)-(43,53)",45.86748480796814,14,2,1,43,6,25,2
"(43,47)-(43,53)",0.0013557008060161024,2,1,6,10,31,9,0
"(43,48)-(43,49)",6.672757422429348e-13,1,29,2,9,4,14,0
"(43,57)-(43,69)",0.0004024459940410452,15,12,14,18,6,1,0
"(43,67)-(43,68)",38.28951716423035,1,2,29,21,27,4,0
"(44,3)-(45,67)",0.004228554462315515,2,14,3,8,28,12,0
"(44,14)-(44,22)",0.0001894539764180081,1,39,18,17,49,12,0
"(44,18)-(44,21)",0.061182555509731174,7,10,35,4,5,21,0
"(45,34)-(45,48)",8.984588086605072,1,2,9,4,12,8,0
"(45,34)-(45,60)",2.048243209719658,14,12,3,2,6,15,0
"(45,49)-(45,50)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(45,51)-(45,55)",51.69728994369507,49,15,12,2,16,18,0
