SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,38)-(2,39)",34.262314438819885,33,2,8,1,10,9,0
"(2,38)-(2,41)",6.417528539896011,6,2,43,9,8,1,0
"(2,56)-(2,62)",5.822953674794462e-07,1,9,2,10,12,33,0
"(2,56)-(2,70)",2.604294940829277,9,14,2,1,33,3,0
"(2,63)-(2,70)",7.420258043566719e-05,2,12,1,9,30,8,0
"(2,64)-(2,65)",8.984588086605072,1,2,9,4,12,8,0
"(5,3)-(5,9)",1.1274311342233381e-13,1,29,2,9,33,10,0
"(5,3)-(7,24)",34.69130098819733,8,37,22,9,4,3,0
"(6,5)-(7,24)",75.15294551849365,12,47,8,2,15,18,0
"(6,15)-(6,60)",40.91510474681854,42,33,8,1,2,9,33
"(6,24)-(6,60)",0.0015814623111509718,33,2,1,9,8,3,0
"(6,43)-(6,60)",0.026924366829916835,1,33,17,6,30,26,0
"(7,6)-(7,23)",0.0031395953556057066,8,1,33,15,14,18,0
"(7,7)-(7,19)",0.642979284748435,2,14,33,1,3,27,1
"(7,8)-(7,11)",6.634299776209218e-07,1,29,2,10,4,33,0
