SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(24,5)-(34,52)",4.3081402623101894e-05,13,21,41,3,37,9,0
"(24,11)-(31,68)",8.433791250525311e-16,13,40,26,8,22,12,0
"(24,13)-(31,68)",7.142600569734208e-26,9,21,8,26,22,37,0
"(25,7)-(31,68)",4.293348965234145e-06,12,20,37,11,1,41,0
"(26,7)-(31,68)",35.267406702041626,41,12,20,13,11,15,0
"(27,7)-(31,68)",0.06386199383996427,41,37,15,38,12,13,0
"(28,13)-(28,37)",50.03969669342041,14,27,1,2,3,13,0
"(28,14)-(28,30)",97.43417501449585,6,46,14,1,27,3,0
"(28,31)-(28,32)",1.0813002715437392e-07,1,2,29,33,4,32,0
"(30,9)-(31,68)",0.002737652357609477,41,15,12,20,37,47,0
"(31,10)-(31,67)",2.2004504121597712e-09,41,37,15,8,1,40,0
"(31,42)-(31,66)",0.009300454257754609,1,24,27,14,46,15,43
"(32,5)-(34,52)",0.0003062996938751894,30,36,2,18,14,3,0
"(32,16)-(32,24)",3.3072766747466176e-09,12,2,1,9,3,14,0
"(32,21)-(32,23)",4.8666657509466305e-09,4,7,1,2,21,24,0
"(34,19)-(34,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(34,19)-(34,45)",2.2933926433324814,2,3,36,5,6,30,0
"(34,34)-(34,35)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(34,36)-(34,40)",7.188742490171762e-07,2,14,12,49,15,1,0
