SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(4,13)-(12,18)",7.838491732825296e-23,22,8,40,13,26,9,0
"(4,16)-(12,18)",1.4038449430175444e-27,8,26,22,9,40,1,0
"(11,15)-(11,51)",50.03969669342041,14,27,1,2,3,13,0
"(11,46)-(11,47)",1.0813002715437392e-07,1,2,29,33,4,32,0
"(11,48)-(11,50)",51.79629325866699,29,1,2,4,3,21,0
"(17,12)-(26,35)",5.716565598750406e-24,22,13,40,8,37,9,0
"(17,15)-(26,35)",5.497506062177595e-31,8,22,9,13,40,37,0
"(26,19)-(26,34)",0.27820479590445757,2,5,3,12,1,36,0
"(26,20)-(26,27)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(26,31)-(26,33)",18.648625910282135,27,43,28,1,2,3,0
"(32,42)-(32,48)",3.068330300948219e-06,29,2,10,1,32,33,0
"(32,42)-(32,73)",37.53113150596619,14,28,13,3,43,27,0
"(32,51)-(32,73)",20.502738654613495,27,43,19,13,14,3,0
"(32,52)-(32,62)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(37,17)-(37,73)",0.0050648432079469785,3,13,28,41,14,38,0
"(37,18)-(37,54)",1.2784794334308458e-07,36,1,2,3,14,6,14
"(37,19)-(37,33)",39.305952191352844,1,4,2,3,35,10,0
"(37,20)-(37,26)",2.51333297353891e-17,1,2,10,35,3,14,0
"(37,36)-(37,53)",0.11010125745087862,1,3,4,2,35,9,0
"(37,37)-(37,47)",2.51333297353891e-17,1,2,10,35,3,14,0
"(37,55)-(37,56)",1.0813002715437392e-07,1,2,29,33,4,32,0
