SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(31,3)-(37,76)",0.7867429405450821,8,9,12,13,37,30,0
"(31,9)-(35,53)",7.554025849287882e-07,26,9,13,1,40,8,0
"(31,11)-(35,53)",4.264009913894655e-14,26,9,21,42,8,1,0
"(32,5)-(35,53)",0.0062670202169101685,20,11,1,30,12,18,0
"(32,17)-(32,18)",0.08250196697190404,12,2,49,5,16,15,0
"(33,5)-(35,53)",42.08460748195648,11,20,12,18,15,47,30
"(34,5)-(35,53)",25.394868850708008,41,15,12,37,20,3,0
"(35,5)-(35,53)",99.85287189483643,18,15,1,16,36,41,0
"(35,26)-(35,29)",59.94933247566223,15,16,12,1,36,5,0
"(35,40)-(35,53)",97.90013432502747,45,3,2,6,1,30,0
"(37,43)-(37,57)",8.984588086605072,1,2,9,4,12,8,0
"(37,43)-(37,69)",2.048243209719658,14,12,3,2,6,15,0
"(37,58)-(37,59)",3.3328969806234454e-06,1,43,2,29,27,33,0
