SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(18,8)-(18,67)",96.63795232772827,13,3,14,2,28,8,0
"(18,20)-(18,21)",45.72531878948212,29,21,2,10,43,7,0
"(18,25)-(18,66)",0.23522176779806614,27,19,14,1,2,5,0
"(18,45)-(18,55)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(18,45)-(18,57)",90.11903405189514,43,3,2,1,45,10,0
"(18,65)-(18,66)",12.445085495710373,29,3,1,43,21,14,0
"(20,12)-(29,35)",4.993653465205871e-24,22,13,40,8,37,9,0
"(20,15)-(29,35)",5.749393563065687e-31,8,22,9,40,13,37,0
"(21,3)-(29,35)",0.0004476845333556412,13,12,11,8,40,9,0
"(29,3)-(29,13)",3.068330300948219e-06,29,2,10,1,32,33,0
"(29,3)-(29,35)",37.88870871067047,14,28,43,13,3,27,0
"(37,3)-(39,67)",9.986178576946259,30,8,9,2,1,12,0
"(37,9)-(37,41)",0.019337110279593617,33,1,26,19,17,2,0
"(37,11)-(37,41)",0.0003496133331282181,33,8,42,9,1,2,0
"(37,15)-(37,21)",8.867972467463403e-08,2,29,1,10,7,21,0
"(37,15)-(37,41)",8.825327455997467,2,41,30,44,8,13,11
"(39,20)-(39,67)",67.9443359375,30,2,3,8,12,9,0
"(39,34)-(39,48)",8.984588086605072,1,2,9,4,12,8,0
"(39,34)-(39,60)",2.048243209719658,14,12,3,2,6,15,0
"(39,49)-(39,50)",2.589440271094645e-05,1,2,9,29,12,4,0
