SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(14,5)-(17,52)",45.29029130935669,21,3,9,13,14,41,0
"(14,11)-(14,53)",5.168091215396187e-10,33,2,17,1,26,3,0
"(14,13)-(14,53)",0.00010138128345715813,33,42,1,2,26,14,0
"(14,17)-(14,53)",99.53448176383972,39,49,20,11,18,1,39
"(14,41)-(14,53)",0.1302066259086132,45,7,2,14,3,43,0
"(15,5)-(17,52)",0.00014868829794068006,30,36,13,14,18,2,0
"(15,16)-(15,18)",99.98469352722168,5,16,35,12,1,4,5
"(17,19)-(17,33)",3.3329030202366994e-06,1,43,2,29,27,33,0
"(17,19)-(17,45)",2.2933926433324814,2,3,36,5,6,30,0
"(17,34)-(17,35)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(17,36)-(17,40)",7.188742490171762e-07,2,14,12,49,15,1,0
