SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(17,5)-(19,69)",45.68100571632385,21,3,9,13,14,41,0
"(17,11)-(17,71)",5.685570236835247e-07,26,2,33,17,1,30,0
"(17,17)-(17,71)",98.6705482006073,18,16,1,15,8,20,36
"(17,39)-(17,41)",77.04789638519287,5,16,15,12,4,21,0
"(17,52)-(17,71)",0.11022257385775447,14,45,7,2,3,43,0
"(17,56)-(17,70)",0.00262960802501766,24,1,7,2,33,14,0
"(17,68)-(17,69)",29.31765615940094,2,1,4,27,22,43,0
"(18,5)-(19,69)",0.003978420136263594,30,2,3,28,36,14,0
"(18,16)-(18,23)",58.582329750061035,45,7,2,21,27,1,0
"(19,36)-(19,50)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(19,36)-(19,62)",2.2933926433324814,2,3,36,5,6,30,0
"(19,51)-(19,52)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(19,53)-(19,57)",12.445085495710373,29,3,1,43,21,14,0
