SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(12,28)",11.166329681873322,9,8,37,3,12,21,0
"(3,19)-(11,47)",4.75406380928689e-06,26,8,13,40,2,9,0
"(4,5)-(11,47)",0.0002094024239340797,9,41,21,1,8,3,0
"(5,13)-(5,17)",6.271260231733322,2,4,1,7,29,9,0
"(7,9)-(11,47)",0.00036643980365624884,36,30,13,14,3,18,0
"(8,9)-(11,47)",0.0030391287509701215,3,14,13,21,2,12,0
"(8,21)-(8,29)",8.330450773641473e-08,2,1,33,3,9,30,0
"(8,21)-(8,31)",0.008205802441807464,2,1,4,9,3,12,1
"(8,30)-(8,31)",56.49339556694031,2,1,4,3,12,14,0
"(9,9)-(11,47)",19.26393359899521,2,3,13,14,37,30,9
"(11,14)-(11,47)",6.420101319760149e-17,3,15,37,12,2,9,0
"(11,22)-(11,47)",0.15087180072441697,3,2,14,4,6,9,0
"(11,23)-(11,24)",8.330450773641473e-08,2,1,33,3,9,30,0
"(12,12)-(12,28)",8.785119652748108,43,27,13,19,14,3,0
"(12,13)-(12,19)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(12,20)-(12,27)",3.0359988828498885e-09,2,1,4,8,30,12,0
"(12,21)-(12,23)",0.0052514576964313164,4,1,2,20,12,8,0
