SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(13,5)-(23,52)",0.0012481277735787444,13,21,3,41,37,9,0
"(13,11)-(20,39)",4.5540765761749044e-26,26,13,11,1,9,8,0
"(15,7)-(20,39)",88.46762180328369,11,41,1,18,49,12,11
"(15,13)-(15,14)",45.72531878948212,29,21,2,10,43,7,0
"(21,5)-(23,52)",0.0002702328856685199,36,30,13,14,18,2,0
"(21,16)-(21,22)",58.582329750061035,45,7,2,21,27,1,0
"(23,19)-(23,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(23,19)-(23,45)",2.2933926433324814,2,3,36,5,6,30,0
"(23,34)-(23,35)",5.39227906770634e-07,2,14,1,33,29,24,0
"(23,36)-(23,40)",12.445085495710373,29,3,1,43,21,14,0
