SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,22)-(2,72)",0.0001952817456185585,46,1,8,35,3,26,0
"(2,43)-(2,44)",28.26184332370758,2,29,21,7,1,14,0
"(2,55)-(2,72)",9.64354740062845e-05,3,1,14,2,19,7,0
"(2,60)-(2,72)",17.69142895936966,2,1,3,19,43,7,0
"(2,61)-(2,67)",1.787526715815252e-14,29,1,3,2,14,24,0
"(2,70)-(2,71)",12.09777370095253,29,1,3,14,21,2,0
"(5,3)-(5,60)",0.00028609288165171165,8,2,37,9,42,3,0
"(5,6)-(5,7)",0.0017441490854253061,2,10,1,9,4,14,0
"(5,6)-(5,12)",4.011819511651993,2,1,3,21,7,19,0
"(5,11)-(5,12)",1.414136494536089e-10,7,35,4,1,10,2,0
"(5,18)-(5,21)",0.030810124007984996,21,4,7,1,3,35,0
"(5,27)-(5,49)",76.03960633277893,3,35,24,2,12,4,0
"(5,27)-(5,60)",99.64026212692261,13,28,21,48,27,19,13
"(5,28)-(5,34)",5.890862464497104e-07,2,1,14,33,29,10,0
"(5,47)-(5,48)",9.264473987968813e-05,2,14,29,1,24,9,0
"(5,52)-(5,60)",76.03960633277893,3,35,24,2,12,4,0
"(5,53)-(5,55)",4.449153634351671e-13,35,7,4,21,10,19,0
