SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(31,47)-(31,53)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(31,47)-(31,78)",20.623387396335602,13,27,3,14,28,2,0
"(31,54)-(31,55)",12.445085495710373,29,3,1,43,21,14,0
"(31,56)-(31,78)",67.20231175422668,3,27,2,14,30,13,0
"(31,57)-(31,67)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(31,76)-(31,77)",12.445085495710373,29,3,1,43,21,14,0
"(37,40)-(37,76)",50.03969669342041,14,27,1,2,3,13,14
"(37,41)-(37,47)",1.0813002715437392e-07,1,2,29,33,4,32,0
"(37,48)-(37,75)",3.237038859182917e-07,6,1,14,2,33,8,0
"(37,49)-(37,66)",11.58713549375534,1,2,4,9,24,31,0
"(37,50)-(37,60)",1.3872415611522928e-26,1,33,2,29,9,10,0
