SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,9)-(3,10)",34.262314438819885,33,2,8,1,10,9,0
"(3,9)-(3,12)",6.417530030012131,6,2,43,9,8,1,0
"(3,51)-(3,57)",5.381870948895084e-07,10,2,33,1,9,34,0
"(3,51)-(3,64)",18.10583472251892,8,9,3,14,6,1,0
"(3,58)-(3,64)",21.133065223693848,2,1,8,12,3,33,0
"(3,59)-(3,60)",8.984588086605072,1,2,9,4,12,8,0
"(5,22)-(5,28)",1.1274311342233381e-13,1,29,2,9,33,10,0
"(5,22)-(5,47)",68.12642812728882,8,4,2,23,3,9,0
"(5,29)-(5,47)",82.97554850578308,8,12,47,33,2,3,0
"(5,30)-(5,43)",99.83173608779907,33,8,1,2,42,3,33
