SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(19,22)-(19,49)",1.3459925396475114e-07,25,9,14,1,2,19,0
"(19,29)-(19,48)",4.959604889154434,3,9,2,14,4,35,0
"(19,30)-(19,34)",2.3599846521449308e-07,1,9,12,2,34,10,0
"(29,21)-(29,58)",99.99126195907593,23,14,38,9,28,3,38
"(29,21)-(29,65)",32.73424804210663,23,19,38,6,1,9,0
"(29,22)-(29,39)",9.95847472040623e-05,3,9,4,12,35,15,0
"(29,23)-(29,27)",2.1833727985406153e-16,1,10,2,9,35,4,0
"(29,42)-(29,57)",2.4837037569080516e-15,9,15,12,3,4,16,0
"(29,43)-(29,44)",8.276752794245112e-06,4,35,1,31,10,6,0
"(29,48)-(29,56)",67.40440726280212,35,4,9,2,6,1,0
"(29,49)-(29,53)",1.027335821478199e-15,9,1,2,12,14,29,0
"(29,54)-(29,55)",86.57535910606384,4,9,1,7,31,2,0
