SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(4,43)",12.096799910068512,8,9,2,3,4,30,0
"(3,9)-(3,41)",5.359148076422571e-05,33,19,2,26,1,17,0
"(3,11)-(3,41)",0.020140955166425556,33,17,26,8,1,14,0
"(3,15)-(3,41)",99.80731010437012,26,31,17,10,25,39,17
"(3,32)-(3,41)",99.77502226829529,3,1,7,31,19,21,0
"(4,3)-(4,43)",0.0005329543910193024,2,3,8,1,14,9,0
"(4,14)-(4,15)",99.99973773956299,10,16,9,31,34,1,10
"(4,19)-(4,33)",5.822953674794462e-07,1,9,2,10,12,33,0
"(4,19)-(4,43)",2.604294940829277,9,14,2,1,33,3,0
"(4,34)-(4,35)",5.890862464497104e-07,2,1,14,33,29,10,0
"(4,36)-(4,40)",0.014352457947097719,9,10,2,1,12,34,0
