SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,13)-(2,52)",0.014505880244541913,33,2,1,26,8,3,0
"(2,17)-(2,52)",0.0013912781469116453,1,3,8,17,35,2,0
"(2,23)-(2,24)",35.85655391216278,29,7,2,1,14,24,0
"(2,38)-(2,40)",0.2816674765199423,7,4,21,8,1,2,0
"(2,51)-(2,52)",35.85655391216278,29,7,2,1,14,24,0
"(4,13)-(4,52)",0.014505880244541913,33,2,1,26,8,3,0
"(4,17)-(4,52)",0.00021636008114001015,8,3,17,1,2,35,0
"(4,23)-(4,24)",35.85655391216278,29,7,2,1,14,24,0
"(4,51)-(4,52)",35.85655391216278,29,7,2,1,14,24,0
"(9,13)-(12,7)",9.115212051234655e-15,26,8,22,9,40,3,0
"(10,3)-(12,7)",0.3883321536704898,21,11,9,13,8,12,0
"(11,44)-(11,51)",17.69142895936966,2,1,3,19,43,7,0
"(11,44)-(11,67)",0.06633077864535153,32,13,30,2,44,14,0
"(11,45)-(11,50)",1.787526715815252e-14,29,1,3,2,14,24,0
"(11,55)-(11,67)",10.268577188253403,2,3,19,1,24,27,0
"(11,56)-(11,58)",1.787526715815252e-14,29,1,3,2,14,24,0
"(12,3)-(12,5)",3.068330300948219e-06,29,2,10,1,32,33,0
"(12,3)-(12,7)",15.247616171836853,43,21,8,2,1,29,0
"(18,14)-(18,39)",0.04011302662547678,3,1,4,9,12,2,0
"(18,15)-(18,22)",2.4564462464127246e-06,1,2,33,9,10,4,0
"(18,23)-(18,38)",9.754536300897598,2,43,6,3,1,9,0
"(18,24)-(18,35)",1.8470923575375497e-10,1,2,29,9,33,3,0
"(19,12)-(19,22)",1.4719660388817345e-16,1,2,4,9,33,10,0
"(19,12)-(19,48)",0.0019942632206948474,3,14,15,2,9,37,0
"(19,23)-(19,48)",0.08113411604426801,3,2,14,1,4,9,0
"(19,24)-(19,31)",8.330450773641473e-08,2,1,33,3,9,30,0
"(19,32)-(19,47)",9.754536300897598,2,43,6,3,1,9,0
"(19,33)-(19,44)",1.8470923575375497e-10,1,2,29,9,33,3,0
"(23,47)-(23,57)",4.3966990015105803e-13,1,10,2,33,9,34,0
"(23,47)-(23,69)",19.278627634048462,2,3,4,6,14,8,4
"(23,58)-(23,69)",0.0024314820620929822,3,1,2,10,24,35,0
"(23,59)-(23,66)",8.330450773641473e-08,2,1,33,3,9,30,0
