SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,5)-(23,52)",1.475387066602707,21,13,3,9,41,37,0
"(15,11)-(20,35)",2.757919579744339,26,13,40,9,1,8,0
"(15,13)-(20,35)",6.720776964288836e-15,26,9,21,42,8,1,0
"(16,7)-(20,35)",24.93537664413452,20,18,11,1,12,40,11
"(18,11)-(20,35)",12.78637945652008,11,41,47,1,15,12,0
"(19,20)-(19,41)",2.3984722793102264,14,1,3,2,33,43,0
"(19,26)-(19,40)",99.96685981750488,27,1,2,19,3,14,0
"(20,16)-(20,35)",0.0004141808403801406,15,41,1,3,18,14,0
"(20,20)-(20,34)",68.91456842422485,43,14,1,2,29,3,0
"(20,21)-(20,22)",65.0204062461853,4,1,2,22,21,14,0
"(20,26)-(20,33)",0.991646945476532,1,2,7,4,43,19,0
"(23,19)-(23,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(23,19)-(23,45)",2.2933926433324814,2,3,36,5,6,30,0
"(23,34)-(23,35)",3.3328969806234454e-06,1,43,2,29,27,33,0
