SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(14,15)-(26,25)",7.32703966943582e-09,37,13,22,40,8,41,0
"(15,3)-(26,25)",10.68364679813385,37,40,13,8,41,22,0
"(16,14)-(16,15)",0.22764813620597124,1,4,29,31,7,21,0
"(18,15)-(18,18)",8.262067245634608e-10,10,2,1,35,26,9,0
"(18,15)-(18,43)",4.420649632811546,13,3,22,28,48,6,0
"(18,19)-(18,43)",8.856076760821452e-07,14,25,9,1,2,17,0
"(18,26)-(18,42)",0.06940097082406282,3,9,14,25,2,19,0
"(18,27)-(18,31)",2.3599846521449308e-07,1,9,12,2,34,10,0
"(19,17)-(19,20)",8.262067245634608e-10,10,2,1,35,26,9,0
"(19,17)-(19,45)",4.420649632811546,13,3,22,28,48,6,0
"(20,24)-(20,71)",3.108356806539106e-13,23,19,26,30,1,13,0
"(21,22)-(21,60)",1.0285726907515152e-12,19,23,38,13,32,1,0
"(23,7)-(25,26)",4.714916256662457e-14,13,40,12,9,8,2,0
"(25,12)-(25,16)",1.027335821478199e-15,9,1,2,12,14,29,0
"(25,12)-(25,26)",0.1718801911920309,3,14,25,9,35,19,0
"(26,20)-(26,21)",44.82160806655884,10,2,1,26,9,12,0
"(26,20)-(26,25)",99.92565512657166,23,1,22,2,31,19,23
