SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(4,15)-(4,63)",0.07374081760644913,26,33,8,42,9,2,0
"(4,17)-(4,63)",3.3453929404458904e-06,26,33,42,8,9,1,0
"(4,24)-(4,31)",94.59484219551086,1,2,12,9,10,4,0
"(4,29)-(4,30)",18.27184706926346,1,9,10,14,31,2,0
"(6,20)-(12,67)",1.316332026018996e-09,8,37,9,3,22,38,0
"(6,22)-(12,67)",6.479951557974983e-10,8,9,37,22,1,42,0
"(7,3)-(12,67)",7.660217946070524e-11,8,9,37,1,41,42,0
"(10,5)-(12,67)",98.80589842796326,49,18,15,14,41,9,0
"(12,16)-(12,66)",46.972596645355225,3,13,14,37,21,15,0
"(12,17)-(12,33)",14.163258671760559,35,3,1,2,4,10,0
"(12,17)-(12,47)",99.66650605201721,3,24,2,1,5,4,0
"(12,18)-(12,28)",2.51333297353891e-17,1,2,10,35,3,14,0
"(12,49)-(12,50)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(12,52)-(12,61)",5.361519672783706e-12,1,29,10,32,2,35,0
"(12,52)-(12,65)",25.109267234802246,50,24,3,2,1,9,0
"(12,64)-(12,65)",37.71340847015381,1,4,35,10,3,2,0
