SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,51)-(2,68)",31.10087811946869,3,19,27,2,1,24,0
"(2,52)-(2,57)",1.787526715815252e-14,29,1,3,2,14,24,0
"(2,60)-(2,67)",4.358698990877468e-17,35,1,50,24,4,10,0
"(8,5)-(10,42)",6.751617044210434,41,11,12,20,1,15,0
"(9,10)-(9,57)",57.64254927635193,24,3,4,8,2,14,0
"(9,10)-(9,63)",31.380149722099304,15,41,37,1,3,11,15
"(9,11)-(9,16)",1.3872415611522928e-26,1,33,2,29,9,10,0
"(10,10)-(10,15)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(10,10)-(10,42)",20.623387396335602,13,27,3,14,28,2,15
"(10,33)-(10,42)",0.014908179582562298,1,4,9,2,24,14,0
