SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(10,28)",11.166329681873322,9,8,37,3,12,21,0
"(3,19)-(9,77)",4.75406380928689e-06,26,8,13,40,2,9,0
"(4,5)-(9,77)",0.0002094024239340797,9,41,21,1,8,3,0
"(5,13)-(5,17)",5.748336917577035e-06,4,12,2,1,9,15,0
"(7,9)-(9,77)",0.00036643980365624884,36,30,13,14,3,18,0
"(8,9)-(9,77)",45.71417570114136,13,2,3,14,37,41,0
"(9,14)-(9,77)",0.0006074944849387975,3,12,2,15,30,32,0
"(9,26)-(9,35)",8.838148914946942e-05,1,2,4,7,12,9,0
"(9,31)-(9,35)",0.00013068773796476307,1,2,27,4,19,7,0
"(9,39)-(9,77)",0.00015478383375011617,2,12,1,3,4,15,0
"(9,56)-(9,62)",4.1012496176939806e-08,1,2,4,33,29,9,0
"(9,56)-(9,77)",76.47748589515686,2,15,4,1,12,6,0
"(9,77)-(9,77)",99.99643564224243,1,2,7,12,19,9,0
"(10,3)-(10,11)",5.381870948895084e-07,10,2,33,1,9,34,0
"(10,3)-(10,28)",10.215730965137482,3,8,9,28,22,19,0
"(10,12)-(10,28)",8.785119652748108,43,27,13,19,14,3,0
"(10,13)-(10,19)",2.7594459361149305e-13,29,1,3,2,32,33,0
