SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,28)-(15,53)",86.46513819694519,6,14,4,1,2,3,0
"(15,29)-(15,46)",70.56065201759338,4,1,6,2,35,9,0
"(15,30)-(15,42)",0.5492248106747866,1,2,4,29,33,7,0
"(15,47)-(15,48)",0.5492248106747866,1,2,4,29,33,7,0
"(26,42)-(26,75)",0.0004433419235283509,6,4,22,1,2,13,0
"(26,47)-(26,48)",0.5492248106747866,1,2,4,29,33,7,0
"(26,49)-(26,74)",99.99982118606567,4,1,6,2,16,15,6
"(26,50)-(26,67)",8.09256590628138e-06,1,4,2,3,7,10,0
"(26,51)-(26,63)",3.3189026613783534e-10,1,2,29,10,4,7,0
"(26,70)-(26,73)",5.999454821825623e-08,7,21,4,1,2,3,0
