SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(4,72)",9.561129659414291,8,9,2,3,33,4,0
"(3,14)-(3,15)",34.262314438819885,33,2,8,1,10,9,0
"(3,14)-(3,17)",6.417530030012131,6,2,43,9,8,1,0
"(4,3)-(4,72)",0.0006380702870956156,3,8,9,14,47,2,0
"(4,9)-(4,13)",60.078805685043335,16,5,12,15,2,10,0
"(4,52)-(4,58)",11.263401061296463,1,10,2,29,17,26,0
"(4,52)-(4,65)",78.82158756256104,17,26,35,1,3,10,0
"(4,59)-(4,65)",0.007176699000410736,39,1,12,17,49,18,0
"(4,60)-(4,61)",27.44179666042328,2,1,29,27,7,10,0
"(4,63)-(4,64)",0.04026961396448314,2,7,1,21,3,14,0
"(7,3)-(7,9)",1.1274311342233381e-13,1,29,2,9,33,10,0
"(7,3)-(7,62)",44.88785266876221,8,4,37,22,9,2,0
"(7,10)-(7,62)",80.47837018966675,12,8,2,47,16,15,0
"(7,17)-(7,51)",40.91510474681854,42,33,8,1,2,9,0
"(7,21)-(7,51)",0.0021962598111713305,18,11,16,12,15,37,30
"(7,35)-(7,51)",5.272309482097626,18,1,8,39,6,12,0
"(7,36)-(7,37)",2.583212506124255e-05,24,1,3,21,29,7,0
"(7,44)-(7,49)",1.0921656912188382e-07,1,4,2,3,14,24,0
"(7,45)-(7,46)",3.8361048914302475e-17,1,2,9,33,10,4,0
"(7,47)-(7,48)",0.00017080799352697795,1,2,10,9,4,31,0
"(7,55)-(7,61)",1.1542066857828104e-06,2,8,1,12,33,15,0
"(7,56)-(7,57)",46.77867293357849,1,2,29,9,33,12,0
"(7,59)-(7,60)",0.004404850187711418,29,1,33,2,32,3,0
