SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(3,78)",9.655973315238953,8,2,9,3,33,14,0
"(3,17)-(3,18)",34.262314438819885,33,2,8,1,10,9,0
"(3,17)-(3,20)",6.417530030012131,6,2,43,9,8,1,0
"(3,49)-(3,55)",5.822953674794462e-07,1,9,2,10,12,33,0
"(3,49)-(3,63)",2.604294940829277,9,14,2,1,33,3,0
"(3,56)-(3,63)",7.420258043566719e-05,2,12,1,9,30,8,0
"(3,57)-(3,58)",7.149225211833254e-07,1,2,29,21,33,4,0
"(5,22)-(5,28)",1.1274311342233381e-13,1,29,2,9,33,10,0
"(5,22)-(5,70)",63.87606859207153,8,4,23,2,9,3,0
"(5,29)-(5,70)",58.694642782211304,8,47,12,15,1,37,0
"(5,30)-(5,66)",99.88942742347717,8,33,2,1,3,17,0
"(5,41)-(5,57)",59.15406346321106,33,2,1,14,3,9,0
"(5,48)-(5,57)",0.017298424791079015,16,1,18,11,15,49,0
"(5,61)-(5,65)",26.99844539165497,1,29,2,9,33,34,0
