SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(17,5)-(23,52)",10.077990591526031,21,13,3,9,41,37,0
"(17,11)-(20,60)",4.1669148951768875,26,2,13,9,1,40,0
"(17,13)-(20,60)",4.8879173278337795e-11,26,9,42,21,8,1,0
"(18,7)-(20,60)",19.980861246585846,11,20,16,18,1,30,0
"(19,7)-(20,60)",46.12245261669159,11,18,16,12,49,15,0
"(19,21)-(19,22)",20.062626898288727,36,15,16,12,5,32,0
"(20,7)-(20,60)",0.0004986573912901804,41,15,37,38,1,40,0
"(20,8)-(20,24)",0.0002557676907599671,24,1,14,27,3,28,22
"(20,29)-(20,38)",5.466362029693528e-07,1,4,3,10,2,32,0
"(20,30)-(20,32)",35.25949418544769,14,2,1,9,10,24,0
"(23,19)-(23,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(23,19)-(23,45)",2.2933926433324814,2,3,36,5,6,30,0
"(23,34)-(23,35)",3.3328969806234454e-06,1,43,2,29,27,33,0
