SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(26,10)-(26,27)",1.918642924658015e-11,24,1,50,9,46,40,0
"(29,3)-(40,70)",12.460631877183914,37,40,13,8,41,22,0
"(32,15)-(32,18)",8.262067245634608e-10,10,2,1,35,26,9,0
"(32,15)-(32,42)",4.420649632811546,13,3,22,28,48,6,0
"(32,19)-(32,42)",99.99476671218872,25,14,9,3,2,19,0
"(32,20)-(32,22)",35.25949418544769,14,2,1,9,10,24,0
"(33,17)-(33,20)",8.262067245634608e-10,10,2,1,35,26,9,0
"(33,17)-(33,44)",4.420649632811546,13,3,22,28,48,6,0
"(33,21)-(33,44)",99.99476671218872,25,14,9,3,2,19,0
"(33,22)-(33,24)",35.25949418544769,14,2,1,9,10,24,0
"(34,22)-(34,63)",95.48186659812927,22,13,23,38,46,19,0
"(37,7)-(40,70)",0.00025917629500327166,22,13,8,40,48,3,0
"(37,24)-(37,25)",8.262067245634608e-10,10,2,1,35,26,9,0
