SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(9,37)-(9,75)",0.6376445759087801,2,7,13,28,19,27,0
"(9,51)-(9,61)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(9,51)-(9,63)",32.218581438064575,43,5,27,13,21,1,0
"(9,69)-(9,75)",39.54409062862396,21,7,2,14,29,27,0
"(11,12)-(21,35)",5.000057721531343e-24,22,13,40,8,37,9,0
"(11,15)-(21,35)",9.126724014828464e-31,8,22,9,40,13,37,0
"(12,3)-(21,35)",0.0006340286745398771,13,11,12,8,9,40,0
"(21,3)-(21,13)",3.068330300948219e-06,29,2,10,1,32,33,0
"(21,3)-(21,35)",37.88870871067047,14,28,43,13,3,27,0
"(27,3)-(29,67)",9.846051782369614,30,8,9,2,1,12,0
"(27,9)-(27,46)",0.029769554384984076,26,33,42,1,17,19,0
"(27,11)-(27,46)",8.057342171241544e-06,33,42,8,9,1,26,0
"(27,15)-(27,21)",1.8994030881458457e-05,29,1,7,2,10,21,0
"(27,15)-(27,46)",51.58427357673645,2,44,13,8,30,32,43
"(27,22)-(27,28)",35.04437208175659,27,7,21,5,2,1,0
"(27,23)-(27,24)",44.616058468818665,2,29,16,24,1,9,0
"(27,26)-(27,27)",99.99516010284424,7,16,5,35,4,21,0
"(29,34)-(29,48)",8.984588086605072,1,2,9,4,12,8,0
"(29,34)-(29,60)",2.048243209719658,14,12,3,2,6,15,0
"(29,49)-(29,50)",2.589440271094645e-05,1,2,9,29,12,4,0
