SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(18,5)-(23,52)",24.40943866968155,21,13,3,9,41,37,0
"(18,11)-(18,42)",5.685570236835247e-07,26,2,33,17,1,30,0
"(18,13)-(18,42)",2.3063019938263096e-06,42,26,33,9,8,1,0
"(18,17)-(18,42)",0.016341902664862573,16,11,18,1,47,8,18
"(18,32)-(18,33)",65.67532420158386,2,29,15,10,12,1,0
"(18,32)-(18,42)",88.00730109214783,12,21,15,4,2,3,0
"(18,34)-(18,35)",0.0010937163096969016,2,10,29,33,1,9,0
"(18,36)-(18,42)",7.633236050605774,7,45,2,29,1,3,0
"(18,42)-(18,42)",99.86624717712402,12,7,27,2,21,9,0
"(23,19)-(23,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(23,19)-(23,45)",2.2933926433324814,2,3,36,5,6,30,0
"(23,34)-(23,35)",3.3328969806234454e-06,1,43,2,29,27,33,0
