SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(12,28)",9.011013805866241,9,8,37,3,12,41,0
"(3,19)-(11,69)",4.310586998457211e-07,26,8,13,40,22,9,0
"(4,5)-(11,69)",0.0002675008545338642,9,41,21,1,8,3,0
"(5,13)-(5,17)",5.748336917577035e-06,4,12,2,1,9,15,0
"(7,9)-(11,69)",0.0005959383543086005,36,30,13,14,12,3,0
"(8,9)-(11,69)",38.095760345458984,13,3,37,2,41,14,0
"(10,11)-(11,69)",0.0015283998436643742,3,15,12,30,2,32,0
"(10,23)-(10,32)",0.032321084290742874,1,2,9,7,4,19,0
"(10,28)-(10,32)",0.00013068773796476307,1,2,27,4,19,7,0
"(11,11)-(11,69)",0.00021448706775117898,2,12,3,1,15,30,0
"(11,31)-(11,69)",0.00015478383375011617,2,12,1,3,4,15,0
"(11,48)-(11,54)",4.1012496176939806e-08,1,2,4,33,29,9,0
"(11,48)-(11,69)",76.47747993469238,2,15,4,1,12,6,0
"(11,69)-(11,69)",99.99643564224243,1,2,7,12,19,9,0
"(12,3)-(12,11)",5.381870948895084e-07,10,2,33,1,9,34,0
"(12,3)-(12,28)",10.215730965137482,3,8,9,28,22,19,0
"(12,12)-(12,28)",8.785119652748108,43,27,13,19,14,3,0
"(12,13)-(12,19)",2.7594459361149305e-13,29,1,3,2,32,33,0
