SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,44)-(2,66)",0.7948341779410839,14,43,2,3,28,7,0
"(2,49)-(2,66)",31.10087811946869,3,19,27,2,1,24,0
"(2,50)-(2,55)",1.787526715815252e-14,29,1,3,2,14,24,0
"(4,13)-(8,34)",2.8591434259152005e-20,26,22,8,40,9,13,0
"(4,16)-(8,34)",8.694268688778053e-25,26,8,9,22,1,40,0
"(5,3)-(8,34)",1.2964729023678956e-05,20,12,11,1,8,37,0
"(6,3)-(8,34)",12.78637945652008,11,41,47,1,15,12,0
"(8,8)-(8,34)",0.0003538471446518088,15,41,1,3,40,37,0
"(8,13)-(8,33)",50.009334087371826,14,27,2,1,3,6,0
"(8,14)-(8,27)",0.8463283069431782,6,43,2,14,3,1,0
"(8,15)-(8,20)",2.6731161771945122e-11,1,2,33,4,9,29,0
"(8,28)-(8,29)",1.0813002715437392e-07,1,2,29,33,4,32,0
"(16,3)-(25,35)",0.04364625201560557,13,37,8,12,9,40,0
"(16,12)-(24,52)",6.140191879073483e-16,13,9,40,37,12,41,0
"(17,5)-(24,52)",0.00842941299197264,13,21,3,41,9,37,0
"(17,11)-(20,64)",11.357101798057556,26,13,9,2,1,40,0
"(17,13)-(20,64)",9.307070630674985e-12,26,9,42,21,8,1,0
"(18,7)-(20,64)",2.17349361628294,20,11,16,1,18,30,0
"(18,21)-(18,22)",51.69728994369507,49,15,12,2,16,18,0
"(20,10)-(20,19)",5.466362029693528e-07,1,4,3,10,2,32,0
"(20,16)-(20,18)",35.25949418544769,14,2,1,9,10,24,0
"(22,5)-(24,52)",10.981254279613495,3,13,14,21,12,37,0
"(23,7)-(23,15)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(23,7)-(23,70)",53.156912326812744,3,14,13,2,37,22,0
"(23,16)-(23,70)",44.36142444610596,14,3,13,2,37,22,0
"(23,17)-(23,29)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(23,50)-(23,69)",0.11498689418658614,32,3,2,14,13,30,0
"(23,51)-(23,62)",1.8916871398687363,24,1,2,3,4,9,0
"(23,52)-(23,57)",1.3872415611522928e-26,1,33,2,29,9,10,0
"(23,66)-(23,68)",18.648625910282135,27,43,28,1,2,3,0
"(24,19)-(24,33)",8.984588086605072,1,2,9,4,12,8,0
"(24,19)-(24,45)",2.048243209719658,14,12,3,2,6,15,0
"(24,34)-(24,35)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(24,41)-(24,45)",18.648625910282135,27,43,28,1,2,3,0
"(25,14)-(25,35)",20.502738654613495,27,43,19,13,14,3,0
"(25,15)-(25,18)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(25,19)-(25,34)",0.27820479590445757,2,5,3,12,1,36,0
"(25,20)-(25,27)",3.3328969806234454e-06,1,43,2,29,27,33,0
