SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(4,69)",9.655973315238953,8,2,9,3,33,14,0
"(3,13)-(3,14)",34.262314438819885,33,2,8,1,10,9,0
"(3,13)-(3,16)",6.417528539896011,6,2,43,9,8,1,0
"(4,3)-(4,69)",7.160744071006775,3,8,2,1,14,24,0
"(4,9)-(4,12)",0.12013934319838881,12,2,16,15,5,10,0
"(4,43)-(4,49)",5.822953674794462e-07,1,9,2,10,12,33,0
"(4,43)-(4,56)",2.604294940829277,9,14,2,1,33,3,0
"(4,50)-(4,56)",7.420258043566719e-05,2,12,1,9,30,8,0
"(4,51)-(4,52)",5.39227906770634e-07,2,14,1,33,29,24,0
"(7,3)-(9,23)",18.509702384471893,9,8,37,3,12,21,8
"(7,16)-(7,35)",1.1031917779291689e-05,33,1,2,26,19,8,0
"(7,20)-(7,31)",0.1179647515527904,7,2,27,1,3,12,0
"(7,20)-(7,35)",8.890335578826125e-06,15,33,14,1,37,3,0
"(7,29)-(7,30)",60.26020646095276,10,1,2,9,3,29,0
"(8,3)-(9,23)",0.010751736408565193,2,3,8,12,9,47,0
"(8,16)-(8,73)",8.527635486643703e-06,14,3,37,2,9,8,0
"(8,23)-(8,31)",1.1750280926689295e-15,1,2,33,9,29,10,0
"(8,23)-(8,33)",0.00028341178222035524,2,31,1,17,9,41,0
"(8,32)-(8,33)",1.0970462412844897e-12,1,2,24,4,9,7,0
"(8,54)-(8,58)",0.004404850187711418,29,1,33,2,32,3,0
"(8,54)-(8,73)",0.23661272134631872,18,49,15,6,2,14,0
"(8,59)-(8,73)",2.5429272576538153e-08,24,1,3,2,9,4,0
"(9,3)-(9,9)",5.822953674794462e-07,1,9,2,10,12,33,0
"(9,3)-(9,23)",2.604294940829277,9,14,2,1,33,3,0
"(9,10)-(9,23)",7.420258043566719e-05,2,12,1,9,30,8,0
"(9,11)-(9,19)",8.984588086605072,1,2,9,4,12,8,0
