SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(19,5)-(21,75)",47.39902913570404,21,9,3,14,13,8,0
"(19,11)-(19,22)",1.4151400625601277e-14,3,1,2,14,17,33,0
"(19,17)-(19,18)",44.23443675041199,29,7,1,21,2,3,0
"(19,17)-(19,22)",94.8513388633728,11,1,16,20,15,18,11
"(20,5)-(21,75)",0.0005989969395159278,30,36,2,18,3,14,0
"(20,16)-(20,22)",0.05345573299564421,2,4,50,45,1,7,0
"(21,42)-(21,56)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(21,42)-(21,68)",2.2933926433324814,2,3,36,5,6,30,0
"(21,57)-(21,58)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(21,59)-(21,63)",31.151461601257324,4,1,22,2,27,24,0
