SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(3,70)",6.487439350166824e-05,8,20,1,3,33,14,0
"(3,9)-(3,10)",35.85655391216278,29,7,2,1,14,24,0
"(3,37)-(3,70)",0.045159683213569224,2,7,19,43,27,1,0
"(3,51)-(3,61)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(3,51)-(3,63)",32.218581438064575,43,5,27,13,21,1,0
"(3,69)-(3,70)",45.72531878948212,29,21,2,10,43,7,0
"(5,20)-(11,29)",2.897549529293556e-21,22,26,8,40,9,13,0
"(5,22)-(11,29)",7.717750177193804e-26,26,8,9,22,1,40,0
"(6,3)-(11,29)",0.029164354782551527,11,13,21,12,8,9,0
"(11,3)-(11,13)",3.068330300948219e-06,29,2,10,1,32,33,0
"(11,3)-(11,29)",38.51788341999054,14,43,28,13,27,3,0
"(14,3)-(16,67)",9.408560395240784,30,8,2,9,1,33,0
"(14,9)-(14,30)",0.0065815605921670794,1,33,2,26,19,17,0
"(14,11)-(14,30)",0.0028651431421167217,33,8,1,2,17,9,0
"(14,15)-(14,25)",8.867972467463403e-08,2,29,1,10,7,21,0
"(14,15)-(14,30)",99.79668259620667,41,18,2,17,8,13,0
"(16,20)-(16,67)",67.9443359375,30,2,3,8,12,9,0
"(16,34)-(16,48)",8.984588086605072,1,2,9,4,12,8,0
"(16,34)-(16,60)",2.048243209719658,14,12,3,2,6,15,0
"(16,49)-(16,50)",2.589440271094645e-05,1,2,9,29,12,4,0
