SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(4,43)",9.561129659414291,8,9,2,3,33,4,0
"(3,9)-(3,50)",1.9251782112927884e-08,1,2,3,33,26,19,0
"(3,11)-(3,50)",0.004255021485732868,17,1,26,33,2,14,0
"(3,15)-(3,50)",99.99992847442627,17,1,26,10,31,11,17
"(3,36)-(3,38)",0.0010045553608506452,4,21,7,35,10,1,0
"(4,3)-(4,43)",0.0005329543910193024,2,3,8,1,14,9,0
"(4,14)-(4,15)",99.994957447052,35,7,21,5,10,16,10
"(4,19)-(4,33)",5.822953674794462e-07,1,9,2,10,12,33,0
"(4,19)-(4,43)",2.604295313358307,9,14,2,1,33,3,0
"(4,34)-(4,35)",5.890862464497104e-07,2,1,14,33,29,10,0
"(4,36)-(4,40)",12.445085495710373,29,3,1,43,21,14,0
