SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(16,15)-(16,25)",2.1636503352850944e-10,33,1,2,8,3,26,0
"(16,19)-(16,25)",1.9610417009339152e-12,19,9,1,13,7,2,0
"(18,18)-(18,68)",40.324607491493225,33,26,2,1,42,17,0
"(31,6)-(39,24)",63.401901721954346,9,37,41,40,12,38,0
"(32,13)-(32,22)",1.0561796682452947e-18,9,34,1,2,33,29,0
"(32,13)-(32,50)",27.570372819900513,9,3,14,2,37,23,0
"(37,10)-(39,24)",91.25326871871948,9,3,37,38,14,1,9
"(37,11)-(38,70)",64.14968967437744,8,3,37,15,22,4,0
"(37,12)-(37,23)",6.996865450842426e-26,1,29,2,33,9,10,0
"(38,14)-(38,69)",1.9263826310634613,37,15,41,38,3,12,0
