SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(16,5)-(19,52)",44.707366824150085,21,3,9,13,41,14,0
"(16,11)-(16,72)",7.552685588052555e-07,26,2,33,17,1,30,0
"(16,13)-(16,72)",1.2141587291125688e-06,26,42,9,33,8,1,0
"(16,17)-(16,72)",0.023420793877448887,18,16,11,39,49,20,0
"(16,23)-(16,29)",50.020164251327515,2,12,49,1,15,8,0
"(16,24)-(16,25)",20.062626898288727,36,15,16,12,5,32,0
"(16,54)-(16,72)",87.29032278060913,18,1,16,8,15,11,0
"(16,55)-(16,62)",87.43950128555298,7,1,19,2,3,24,0
"(16,64)-(16,71)",58.56841206550598,24,14,3,2,1,27,0
"(16,67)-(16,68)",1.0813002715437392e-07,1,2,29,33,4,32,0
"(16,69)-(16,70)",51.79629325866699,29,1,2,4,3,21,29
"(19,19)-(19,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(19,19)-(19,45)",2.2933926433324814,2,3,36,5,6,30,0
"(19,34)-(19,35)",3.3328969806234454e-06,1,43,2,29,27,33,0
