SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(4,13)-(11,18)",2.2208560462111053e-22,22,8,40,26,13,9,0
"(4,16)-(11,18)",5.5264078271705636e-27,26,8,22,9,40,1,0
"(7,13)-(7,40)",50.009334087371826,14,27,2,1,3,6,0
"(7,35)-(7,36)",1.0813022699451835e-07,1,2,29,33,4,32,0
"(7,37)-(7,39)",51.79629325866699,29,1,2,4,3,21,0
"(16,12)-(28,35)",1.6974574605672812e-23,22,13,40,37,8,9,0
"(16,15)-(28,35)",4.279241716742623e-31,22,8,13,40,37,9,0
"(28,19)-(28,34)",0.27820479590445757,2,5,3,12,1,36,0
"(28,20)-(28,27)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(28,31)-(28,33)",18.648625910282135,27,43,28,1,2,3,0
"(31,47)-(31,53)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(31,47)-(31,78)",20.623387396335602,13,27,3,14,28,2,0
"(31,56)-(31,78)",67.20231175422668,3,27,2,14,30,13,0
"(31,57)-(31,67)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(34,3)-(39,67)",6.807025521993637,9,8,30,12,1,13,0
"(34,9)-(37,72)",0.0048553698434261605,26,9,1,42,17,2,0
"(34,11)-(37,72)",9.527505867579222e-09,26,42,9,21,8,1,0
"(35,5)-(37,72)",0.005217962097958662,18,20,16,39,1,11,0
"(37,9)-(37,72)",55.720847845077515,11,16,18,12,15,49,0
"(37,29)-(37,72)",0.00017959411025003647,41,15,37,1,40,38,0
"(37,40)-(37,71)",50.009334087371826,14,27,2,1,3,6,14
"(37,41)-(37,47)",1.0813002715437392e-07,1,2,29,33,4,32,0
"(37,48)-(37,70)",0.19051505951210856,14,2,6,1,3,9,0
"(37,49)-(37,59)",6.672757422429348e-13,1,29,2,9,4,14,0
"(38,3)-(39,67)",0.005525379310711287,2,14,3,8,1,28,0
"(38,14)-(38,21)",0.007176699000410736,39,1,12,17,49,18,0
"(38,18)-(38,20)",21.69005125761032,4,10,7,21,35,5,0
"(39,34)-(39,48)",8.984588086605072,1,2,9,4,12,8,0
"(39,34)-(39,60)",2.048243209719658,14,12,3,2,6,15,0
"(39,49)-(39,50)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(39,51)-(39,55)",51.69728994369507,49,15,12,2,16,18,0
