SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(14,3)-(24,26)",9.859807789325714,37,40,13,8,41,22,0
"(15,14)-(15,22)",37.81081438064575,1,9,2,31,4,7,0
"(17,20)-(17,45)",1.3459925396475114e-07,25,9,14,1,2,19,0
"(17,27)-(17,44)",4.959604889154434,3,9,2,14,4,35,0
"(17,28)-(17,32)",2.3599846521449308e-07,1,9,12,2,34,10,0
"(19,24)-(19,63)",2.1270055161615176e-09,28,3,38,15,40,7,0
"(19,24)-(19,69)",99.99988079071045,22,38,23,19,50,13,22
"(19,25)-(19,42)",0.0011414842447265983,3,35,9,14,4,15,0
"(19,26)-(19,30)",5.890862464497104e-07,2,1,14,33,29,10,0
"(19,45)-(19,62)",0.0011414842447265983,3,35,9,14,4,15,0
"(19,46)-(19,50)",5.890862464497104e-07,2,1,14,33,29,10,0
"(19,66)-(19,69)",8.8452134505701e-09,4,1,12,9,7,2,0
