SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(5,22)-(5,71)",0.0003274649998274981,8,1,46,24,3,33,0
"(5,59)-(5,71)",0.013202296395320445,3,35,1,4,10,12,0
"(5,60)-(5,68)",5.890862464497104e-07,2,1,14,33,29,10,0
"(5,69)-(5,70)",53.88001799583435,2,1,14,29,33,10,0
"(7,12)-(7,35)",46.495550870895386,33,2,26,1,8,17,0
"(7,28)-(7,35)",0.3101135604083538,24,22,9,3,43,25,0
"(7,29)-(7,32)",1.0125846558808882e-10,1,10,29,2,32,33,0
"(7,33)-(7,34)",0.010129459406016394,29,2,7,1,10,32,0
"(10,9)-(10,15)",1.7454377396560533e-16,10,2,1,14,9,33,0
"(10,9)-(10,17)",96.14952802658081,2,21,1,3,4,43,0
"(10,16)-(10,17)",0.010107073467224836,2,10,9,12,14,16,0
"(10,43)-(10,51)",8.262067245634608e-10,10,2,1,35,26,9,0
"(10,43)-(10,53)",0.799312349408865,3,1,31,4,21,2,0
"(10,52)-(10,53)",89.93974328041077,2,10,1,3,12,32,2
