SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(14,3)-(14,74)",44.59787607192993,8,1,4,9,3,23,0
"(14,50)-(14,60)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(14,50)-(14,62)",32.218581438064575,43,5,27,13,21,1,0
"(14,61)-(14,62)",12.445085495710373,29,3,1,43,21,14,0
"(17,3)-(24,35)",0.9381425566971302,9,8,12,13,37,30,0
"(17,12)-(23,52)",1.3377499628874912e-09,26,9,13,40,1,12,0
"(18,5)-(23,52)",44.53066289424896,21,3,9,13,41,14,0
"(19,5)-(23,52)",0.005042827979195863,36,30,13,14,12,3,0
"(19,16)-(19,22)",0.0017110494809458032,2,5,1,45,16,7,0
"(19,20)-(19,21)",90.08347392082214,7,19,1,21,28,45,7
"(20,5)-(23,52)",0.06208237027749419,3,14,13,21,12,2,0
"(23,5)-(23,52)",54.74957823753357,30,2,3,1,14,13,0
"(23,19)-(23,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(23,19)-(23,45)",2.2933926433324814,2,3,36,5,6,30,0
"(23,36)-(23,40)",0.0026569099645712413,49,15,2,12,27,1,0
"(23,49)-(23,52)",12.445085495710373,29,3,1,43,21,14,0
"(24,3)-(24,13)",5.381870948895084e-07,10,2,33,1,9,34,0
"(24,3)-(24,35)",7.7520012855529785,28,14,3,19,27,1,0
"(24,14)-(24,35)",20.502738654613495,27,43,19,13,14,3,0
"(24,15)-(24,18)",2.7594459361149305e-13,29,1,3,2,32,33,0
