SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(25,7)-(27,36)",97.12873697280884,41,15,37,1,38,9,0
"(26,15)-(26,67)",2.2004504121597712e-09,41,37,15,8,1,40,0
"(26,16)-(26,41)",50.03969669342041,14,27,1,2,3,13,0
"(26,20)-(26,21)",1.0813002715437392e-07,1,2,29,33,4,32,0
"(26,22)-(26,40)",0.012095777492504567,14,1,32,6,3,13,0
"(26,23)-(26,39)",85.77764630317688,1,32,33,2,19,9,0
"(26,43)-(26,66)",50.03969669342041,14,27,1,2,3,13,0
"(26,44)-(26,46)",51.79629325866699,29,1,2,4,3,21,0
"(26,47)-(26,48)",1.0813022699451835e-07,1,2,29,33,4,32,0
"(27,14)-(27,36)",54.73899245262146,15,1,18,12,37,14,0
"(27,15)-(27,24)",61.14397048950195,29,1,43,2,7,21,43
"(27,16)-(27,18)",71.10391855239868,22,4,1,2,23,27,0
"(27,22)-(27,23)",99.6264398097992,1,2,4,7,21,19,0
"(27,26)-(27,35)",0.18804864957928658,1,24,14,29,3,9,43
"(27,33)-(27,34)",99.6264398097992,1,2,4,7,21,19,0
