SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,5)-(23,52)",0.030730184516869485,21,13,3,41,9,37,0
"(15,11)-(20,70)",2.9673438817212627e-06,26,13,40,9,8,3,0
"(15,13)-(20,70)",5.926280568673614e-19,26,9,21,8,42,3,0
"(16,7)-(20,70)",1.77280711000094e-05,20,11,12,1,30,41,0
"(16,17)-(16,25)",2.900981428410887e-05,29,2,1,33,3,10,0
"(16,17)-(16,27)",25.34797191619873,2,7,1,21,29,27,0
"(16,26)-(16,27)",45.04455626010895,29,2,21,1,3,10,1
"(17,7)-(20,70)",0.04709195636678487,13,36,12,14,15,30,0
"(18,7)-(20,70)",1.8768936395645142,3,13,14,21,12,37,0
"(19,7)-(20,70)",0.5028225481510162,3,14,13,2,30,21,0
"(20,7)-(20,70)",11.181271076202393,3,13,2,37,14,41,0
"(20,56)-(20,70)",0.1509083085693419,15,14,12,18,6,1,0
"(23,19)-(23,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(23,19)-(23,45)",2.2933926433324814,2,3,36,5,6,30,0
"(23,34)-(23,35)",3.3328969806234454e-06,1,43,2,29,27,33,0
