SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,15)-(7,59)",9.115212051234655e-15,26,8,22,9,40,3,0
"(2,19)-(7,59)",3.8282110034470774e-17,26,8,9,42,1,22,0
"(3,3)-(7,59)",2.0121744626067084e-05,1,8,9,4,11,41,0
"(3,9)-(3,11)",0.001041250925482018,2,1,4,10,9,11,0
"(6,7)-(7,59)",6.915192418688321e-07,18,49,11,12,15,20,0
"(6,13)-(6,32)",0.0026447050913702697,26,33,17,1,42,8,0
"(6,19)-(6,20)",59.50300693511963,4,1,2,6,14,9,0
"(6,19)-(6,32)",91.73259139060974,2,14,6,3,4,1,0
"(6,21)-(6,22)",7.72150031025376e-05,1,2,10,4,9,26,0
"(7,7)-(7,59)",0.0014263830962590873,6,14,2,12,8,1,0
"(7,18)-(7,19)",76.85203552246094,2,4,1,6,14,7,0
"(7,36)-(7,50)",0.5492248106747866,1,2,4,29,33,7,0
"(7,36)-(7,59)",47.85182774066925,6,4,2,1,14,35,0
"(7,51)-(7,52)",0.5492248106747866,1,2,4,29,33,7,0
"(7,53)-(7,57)",76.85203552246094,2,4,1,6,14,7,0
"(10,3)-(10,12)",1.245645064045398e-14,1,10,2,9,19,33,0
"(10,3)-(10,65)",90.62271118164062,8,6,4,22,23,2,0
"(10,17)-(10,65)",99.53705668449402,13,11,1,2,21,14,0
"(10,18)-(10,26)",7.360867471106758e-09,29,2,10,21,1,5,0
"(10,27)-(10,62)",1.2889945821825677e-05,33,26,14,1,2,17,0
"(10,38)-(10,61)",0.6938766222447157,2,14,3,1,9,25,2
"(10,53)-(10,61)",0.12038832064718008,1,4,2,6,16,14,0
"(10,58)-(10,61)",4.562074691057205,7,43,2,27,21,28,0
