SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,21)-(5,45)",9.016532340648253e-18,26,22,8,9,40,13,0
"(5,3)-(5,45)",0.4581449553370476,19,28,14,13,43,27,0
"(5,9)-(5,10)",44.616058468818665,2,29,16,24,1,9,0
"(10,3)-(12,42)",26.9657701253891,9,8,37,2,3,12,0
"(10,16)-(11,63)",9.436996073475257e-07,26,33,19,2,17,23,0
"(10,18)-(11,63)",1.9701043019182407e-07,26,42,9,8,1,17,0
"(11,36)-(11,58)",0.25817796122282743,3,2,14,27,19,1,0
"(11,37)-(11,48)",2.5437146388913866e-18,14,2,1,29,33,9,0
"(11,49)-(11,57)",0.007093269960023463,24,3,14,2,50,9,1
"(11,50)-(11,54)",3.450913328966604e-11,1,29,2,33,19,14,0
"(12,33)-(12,37)",5.890862464497104e-07,2,1,14,33,29,10,0
"(12,33)-(12,42)",76.03960633277893,3,35,24,2,12,4,0
