SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(16,5)-(21,52)",34.48343276977539,21,13,3,9,41,37,0
"(16,11)-(18,65)",0.032223519519902766,26,2,9,1,13,3,0
"(16,13)-(18,65)",9.112992478688131e-10,26,42,9,21,8,1,0
"(17,7)-(18,65)",0.004613113560480997,18,20,16,1,11,39,0
"(17,13)-(17,19)",0.000948156593949534,2,12,45,1,7,9,0
"(17,14)-(17,15)",31.333765387535095,15,16,49,5,12,1,0
"(18,26)-(18,65)",96.70159220695496,11,15,1,41,18,49,0
"(18,28)-(18,29)",0.004404850187711418,29,1,33,2,32,3,0
"(18,30)-(18,65)",62.317776679992676,13,2,7,3,14,28,0
"(18,45)-(18,64)",0.15585568035021424,27,1,3,2,24,6,0
"(21,19)-(21,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(21,19)-(21,45)",2.2933926433324814,2,3,36,5,6,30,0
"(21,34)-(21,35)",3.3328969806234454e-06,1,43,2,29,27,33,0
