SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(13,5)-(16,52)",45.29029130935669,21,3,9,13,14,41,0
"(13,11)-(13,71)",5.685570236835247e-07,26,2,33,17,1,30,0
"(13,13)-(13,71)",2.3063019938263096e-06,42,26,33,9,8,1,0
"(13,17)-(13,71)",15.330000221729279,18,39,11,46,16,1,0
"(13,40)-(13,71)",3.6010453641210916e-05,25,19,38,46,3,1,11
"(13,46)-(13,54)",0.0035456094337860122,1,10,3,4,31,35,0
"(13,47)-(13,48)",35.25949418544769,14,2,1,9,10,24,0
"(16,19)-(16,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(16,19)-(16,45)",2.2933926433324814,2,3,36,5,6,30,0
"(16,34)-(16,35)",5.361519672783706e-12,1,29,10,32,2,35,0
