SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(16,3)-(16,69)",0.0016515554307261482,8,1,33,26,17,9,0
"(16,9)-(16,10)",35.85655391216278,29,7,2,1,14,24,0
"(16,36)-(16,69)",0.045159683213569224,2,7,19,43,27,1,0
"(16,50)-(16,60)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(16,50)-(16,62)",32.218581438064575,43,5,27,13,21,1,0
"(16,68)-(16,69)",45.72531878948212,29,21,2,10,43,7,0
"(22,12)-(33,35)",4.904620034992782e-24,22,13,40,8,37,9,0
"(22,15)-(33,35)",7.409451664551877e-31,8,22,9,40,13,37,0
"(23,3)-(33,35)",4.1434324233365766e-12,13,40,8,9,12,22,0
"(33,3)-(33,13)",11.263401061296463,1,10,2,29,17,26,0
"(33,3)-(33,35)",0.1699269050732255,17,26,1,33,3,2,0
"(36,45)-(36,51)",5.890862464497104e-07,2,1,14,33,29,10,0
"(36,45)-(36,77)",0.0049612899601925164,3,14,28,21,15,9,14
