SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(19,19)-(19,43)",1.3459925396475114e-07,25,9,14,1,2,19,0
"(19,26)-(19,42)",4.959604889154434,3,9,2,14,4,35,0
"(19,27)-(19,31)",2.3599802112528323e-07,1,9,12,2,34,10,0
"(28,7)-(30,49)",7.428430765867233,38,40,42,41,9,8,0
"(29,12)-(29,15)",8.8452134505701e-09,4,1,12,9,7,2,0
"(30,12)-(30,28)",0.0011414842447265983,3,35,9,14,4,15,0
"(30,12)-(30,49)",99.99006986618042,23,38,14,9,28,1,23
"(30,13)-(30,17)",5.890862464497104e-07,2,1,14,33,29,10,0
"(30,33)-(30,49)",0.0011414842447265983,3,35,9,14,4,15,0
"(30,34)-(30,38)",5.890862464497104e-07,2,1,14,33,29,10,0
