SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,5)-(20,52)",6.584201753139496,21,13,3,9,41,37,0
"(15,11)-(17,61)",8.229052275419235,26,13,9,40,1,8,0
"(15,13)-(17,61)",4.264009913894655e-14,26,9,21,42,8,1,0
"(16,7)-(17,61)",99.62567090988159,11,20,30,34,21,1,36
"(16,39)-(16,46)",0.07427119999192655,1,2,7,3,35,10,0
"(16,40)-(16,43)",2.51333297353891e-17,1,2,10,35,3,14,0
"(16,44)-(16,45)",2.2806570521005654e-08,1,2,12,3,14,11,0
"(17,7)-(17,61)",24.341586232185364,15,16,18,49,1,11,0
"(17,13)-(17,14)",45.72531878948212,29,21,2,10,43,7,0
"(17,30)-(17,61)",0.1985106384381652,15,41,1,37,3,36,0
"(20,19)-(20,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(20,19)-(20,45)",2.2933922708034515,2,3,36,5,6,30,0
"(20,34)-(20,35)",2.7594355599613266e-13,29,1,3,2,32,33,0
