SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(5,13)-(10,51)",3.8671850895802003e-22,22,8,40,26,13,9,0
"(5,16)-(10,51)",1.0678957744655323e-26,26,8,9,22,1,40,0
"(6,3)-(10,51)",3.6752393128836047e-06,12,20,11,37,1,41,0
"(7,3)-(10,51)",38.131991028785706,20,41,12,11,15,13,0
"(8,3)-(10,51)",84.17473435401917,41,37,15,38,12,13,0
"(10,8)-(10,51)",0.0035752167605096474,15,18,12,16,36,1,0
"(10,26)-(10,50)",54.73899245262146,15,1,18,12,37,14,0
"(10,27)-(10,45)",50.009334087371826,14,27,2,1,3,6,0
"(10,40)-(10,41)",1.0813002715437392e-07,1,2,29,33,4,32,0
"(18,3)-(25,35)",0.08500847616232932,13,8,37,9,12,40,0
"(18,12)-(24,52)",2.040375149557399e-15,13,9,40,37,12,26,0
"(19,5)-(24,52)",0.43147229589521885,21,13,3,41,9,37,0
"(19,11)-(21,76)",0.4648716188967228,26,2,9,13,1,3,0
"(19,13)-(21,76)",2.730221214039541e-10,26,42,9,21,8,1,0
"(21,7)-(21,76)",47.503462433815,11,16,18,12,49,15,0
"(21,19)-(21,20)",20.062626898288727,36,15,16,12,5,32,0
"(21,32)-(21,39)",5.14654914240964e-06,1,3,4,32,21,35,0
"(21,33)-(21,34)",79.47057485580444,1,4,10,2,6,3,0
"(23,5)-(24,52)",0.06208237027749419,3,14,13,21,12,2,0
"(23,16)-(23,28)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(23,16)-(23,70)",29.71363067626953,14,3,13,2,28,37,0
"(23,29)-(23,49)",67.20231175422668,3,27,2,14,30,13,0
"(23,30)-(23,38)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(23,39)-(23,48)",0.8025159128010273,3,21,1,2,14,29,0
"(23,40)-(23,42)",31.151461601257324,4,1,22,2,27,24,4
"(23,46)-(23,47)",90.08347392082214,7,19,1,21,28,45,1
"(23,60)-(23,69)",0.8025159128010273,3,21,1,2,14,29,0
"(23,67)-(23,68)",90.08347392082214,7,19,1,21,28,45,1
"(24,19)-(24,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(24,19)-(24,45)",2.2933926433324814,2,3,36,5,6,30,0
"(24,34)-(24,35)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(24,41)-(24,45)",18.648625910282135,27,43,28,1,2,3,0
"(25,14)-(25,35)",20.502738654613495,27,43,19,13,14,3,0
"(25,15)-(25,18)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(25,19)-(25,34)",0.27820479590445757,2,5,3,12,1,36,0
"(25,20)-(25,27)",3.3328969806234454e-06,1,43,2,29,27,33,0
