SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(4,69)",9.655973315238953,8,2,9,3,33,14,0
"(3,13)-(3,14)",34.262314438819885,33,2,8,1,10,9,0
"(3,13)-(3,16)",6.417530030012131,6,2,43,9,8,1,0
"(4,3)-(4,69)",7.160735130310059,3,8,2,1,14,24,0
"(4,9)-(4,12)",0.047879290650598705,15,49,39,1,20,18,0
"(4,43)-(4,49)",5.822953674794462e-07,1,9,2,10,12,33,0
"(4,43)-(4,56)",2.604294940829277,9,14,2,1,33,3,0
"(4,50)-(4,56)",7.420258043566719e-05,2,12,1,9,30,8,0
"(4,51)-(4,52)",27.44179666042328,2,1,29,27,7,10,0
"(7,3)-(11,17)",9.011013805866241,9,8,37,3,12,41,0
"(7,10)-(10,70)",2.9581773228898323e-10,26,22,8,40,9,13,0
"(8,5)-(10,70)",4.7824801185925025e-05,37,41,15,12,9,20,0
"(9,5)-(10,70)",3.459072485566139,18,11,20,12,16,49,37
"(9,18)-(9,28)",0.0001133903651862056,33,2,8,1,9,10,0
"(9,25)-(9,26)",0.0003814740921370685,1,29,4,2,9,7,0
"(9,25)-(9,28)",52.081501483917236,1,31,41,17,2,10,0
"(10,5)-(10,70)",0.0004854754934058292,15,41,12,18,11,16,0
"(10,49)-(10,65)",78.15430760383606,3,35,14,2,24,21,0
"(10,50)-(10,57)",5.890862464497104e-07,2,1,14,33,29,10,0
"(10,58)-(10,64)",2.1816904186011676e-09,2,14,12,1,9,4,0
"(10,59)-(10,60)",5.39227906770634e-07,2,14,1,33,29,24,0
"(10,69)-(10,70)",0.09463775204494596,15,12,1,49,18,6,0
"(11,3)-(11,9)",5.381881162946911e-07,10,2,33,1,9,34,0
"(11,3)-(11,17)",18.10583472251892,8,9,3,14,6,1,0
"(11,10)-(11,17)",21.133065223693848,2,1,8,12,3,33,0
"(11,11)-(11,13)",8.984588086605072,1,2,9,4,12,8,0
