SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(9,13)-(12,7)",9.115212051234655e-15,26,8,22,9,40,3,0
"(11,13)-(11,30)",2.8796789952600932e-08,1,2,4,7,9,24,0
"(11,14)-(11,27)",9.385458989846773e-11,1,10,35,2,32,3,0
"(11,28)-(11,29)",1.3516222807652412e-06,1,2,14,6,3,35,0
"(14,23)-(14,78)",6.487439350166824e-05,8,20,1,3,33,14,0
"(14,66)-(14,78)",32.218581438064575,43,5,27,13,21,1,0
"(14,67)-(14,75)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(14,76)-(14,77)",12.445085495710373,29,3,1,43,21,14,0
"(23,9)-(23,16)",3.919970359596292e-11,10,2,1,33,9,16,0
"(23,9)-(23,18)",99.91779923439026,2,1,7,4,21,9,0
"(23,17)-(23,18)",8.880866181337765e-09,2,14,10,16,1,4,0
"(23,58)-(23,70)",0.0024314820620929822,3,1,2,10,24,35,0
"(23,59)-(23,67)",8.330450773641473e-08,2,1,33,3,9,30,0
"(23,68)-(23,69)",56.49339556694031,2,1,4,3,12,14,2
