SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,5)-(20,52)",19.162030518054962,21,13,3,9,41,37,0
"(15,11)-(17,76)",0.4648716188967228,26,2,9,13,1,3,0
"(15,13)-(17,76)",2.730221214039541e-10,26,42,9,21,8,1,0
"(16,7)-(17,76)",0.00612473304499872,18,20,1,11,16,39,11
"(17,18)-(17,76)",1.367119885981083,11,47,1,15,41,16,0
"(17,64)-(17,76)",1.3102721574398402e-06,1,24,3,18,36,14,0
"(17,68)-(17,75)",0.00027627029339782894,1,21,24,32,3,4,0
"(18,5)-(20,52)",0.00014868829794068006,30,36,13,14,18,2,0
"(18,16)-(18,23)",3.3072766747466176e-09,12,2,1,9,3,14,0
"(18,20)-(18,22)",4.8666657509466305e-09,4,7,1,2,21,24,0
"(20,19)-(20,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(20,19)-(20,45)",2.2933926433324814,2,3,36,5,6,30,0
"(20,34)-(20,35)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(20,36)-(20,40)",7.188742490171762e-07,2,14,12,49,15,1,0
