SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(16,5)-(18,74)",47.75703847408295,21,9,3,14,8,13,0
"(16,11)-(16,22)",1.4151400625601277e-14,3,1,2,14,17,33,0
"(16,17)-(16,22)",99.97772574424744,20,11,1,16,10,44,9
"(16,21)-(16,22)",44.23443675041199,29,7,1,21,2,3,0
"(17,5)-(18,74)",0.001334724947810173,30,36,2,3,28,18,0
"(17,16)-(17,18)",95.65105438232422,5,16,1,2,35,7,0
"(18,41)-(18,55)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(18,41)-(18,67)",2.2933926433324814,2,3,36,5,6,30,0
"(18,56)-(18,57)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(18,58)-(18,62)",37.71340847015381,1,4,35,10,3,2,0
