SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,13)-(20,44)",6.1638315783491385e-21,22,26,8,40,9,13,0
"(15,16)-(20,44)",1.4953047199598829e-25,26,8,9,22,1,40,0
"(16,3)-(20,44)",8.29271229463302e-06,20,12,11,1,37,8,0
"(17,3)-(20,44)",39.834338426589966,20,12,11,41,15,18,0
"(18,3)-(20,44)",95.82662582397461,41,37,15,38,12,11,0
"(20,8)-(20,44)",2.1301141008734703,15,37,41,1,8,12,0
"(20,9)-(20,39)",50.03969669342041,14,27,1,2,3,13,0
"(20,34)-(20,35)",1.0813002715437392e-07,1,2,29,33,4,32,0
"(26,3)-(29,35)",8.219265192747116,30,9,8,1,12,2,0
"(26,12)-(28,68)",0.0029840823117410764,26,9,1,42,17,14,0
"(28,33)-(28,35)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(28,33)-(28,38)",90.11903405189514,43,3,2,1,45,10,3
"(29,14)-(29,35)",20.502738654613495,27,43,19,13,14,3,0
"(29,15)-(29,18)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(29,19)-(29,34)",0.27820479590445757,2,5,3,12,1,36,0
"(29,20)-(29,27)",3.3328969806234454e-06,1,43,2,29,27,33,0
