SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,44)-(2,45)",18.648625910282135,27,43,28,1,2,3,0
"(2,44)-(2,66)",0.7948341779410839,14,43,2,3,28,7,0
"(2,49)-(2,66)",31.10087811946869,3,19,27,2,1,24,0
"(2,50)-(2,55)",1.787526715815252e-14,29,1,3,2,14,24,0
"(2,56)-(2,57)",0.001442016309738392,24,1,3,29,2,4,0
"(5,16)-(5,32)",0.07427119999192655,1,2,7,3,35,10,0
"(5,17)-(5,28)",2.51333297353891e-17,1,2,10,35,3,14,0
"(5,29)-(5,31)",0.00475463384645991,1,2,14,3,10,29,0
"(7,8)-(7,53)",0.000152272275499854,14,3,2,13,28,21,0
"(7,18)-(7,23)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(7,18)-(7,32)",57.349127531051636,43,3,1,2,30,45,0
"(7,24)-(7,25)",99.99994039535522,21,45,7,3,35,1,0
"(7,36)-(7,47)",53.30275893211365,7,19,1,2,29,27,0
"(7,36)-(7,53)",96.4930534362793,3,32,14,2,1,13,15
"(7,37)-(7,39)",71.10391855239868,22,4,1,2,23,27,0
"(7,43)-(7,46)",29.31765615940094,2,1,4,27,22,43,0
"(7,51)-(7,53)",18.648625910282135,27,43,28,1,2,3,0
"(8,41)-(8,52)",53.30275297164917,7,19,1,2,29,27,0
"(8,41)-(8,58)",96.4930534362793,3,32,14,2,1,13,15
"(8,49)-(8,51)",29.31765615940094,2,1,4,27,22,43,0
"(8,56)-(8,58)",18.648625910282135,27,43,28,1,2,3,0
