SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(17,5)-(19,69)",46.24718129634857,21,3,9,14,13,41,0
"(17,11)-(17,71)",5.685570236835247e-07,26,2,33,17,1,30,0
"(17,17)-(17,71)",44.576987624168396,20,18,1,8,36,17,36
"(17,39)-(17,41)",77.04789638519287,5,16,15,12,4,21,0
"(17,52)-(17,71)",0.11022257385775447,14,45,7,2,3,43,0
"(17,56)-(17,70)",0.00262960802501766,24,1,7,2,33,14,0
"(17,68)-(17,69)",29.31765615940094,2,1,4,27,22,43,0
"(19,22)-(19,69)",54.74957823753357,30,2,3,1,14,13,0
"(19,36)-(19,50)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(19,36)-(19,62)",2.2933926433324814,2,3,36,5,6,30,0
"(19,51)-(19,52)",2.7594355599613266e-13,29,1,3,2,32,33,0
