SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(19,5)-(22,52)",47.75703847408295,21,9,3,14,8,13,0
"(19,11)-(19,18)",6.033184866814255e-14,1,3,10,2,29,14,0
"(19,13)-(19,18)",0.0038589572795899585,10,26,2,1,17,33,0
"(19,17)-(19,18)",0.05675233551301062,39,20,18,1,17,11,11
"(20,5)-(22,52)",0.0003062996938751894,30,36,2,18,14,3,0
"(20,16)-(20,18)",99.98469352722168,5,16,35,12,1,4,16
"(21,5)-(22,52)",7.896171609900193e-05,14,3,13,2,28,21,0
"(21,16)-(21,24)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(21,16)-(21,45)",67.20231175422668,3,27,2,14,30,13,0
"(21,25)-(21,45)",57.349127531051636,43,3,1,2,30,45,0
"(21,26)-(21,38)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(22,19)-(22,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(22,19)-(22,45)",2.2933926433324814,2,3,36,5,6,30,0
"(22,34)-(22,35)",2.7594355599613266e-13,29,1,3,2,32,33,0
"(22,36)-(22,40)",7.188742490171762e-07,2,14,12,49,15,1,0
"(22,41)-(22,45)",12.445085495710373,29,3,1,43,21,14,0
