SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(17,22)-(17,49)",1.3459925396475114e-07,25,9,14,1,2,19,0
"(17,29)-(17,48)",4.959604889154434,3,9,2,14,4,35,0
"(17,30)-(17,34)",2.3599846521449308e-07,1,9,12,2,34,10,0
"(20,7)-(20,52)",99.99998807907104,23,14,38,3,9,28,23
"(20,7)-(20,57)",34.79999303817749,23,19,38,6,1,9,0
"(20,8)-(20,28)",9.95847472040623e-05,3,9,4,12,35,15,0
"(20,9)-(20,13)",2.1833727985406153e-16,1,10,2,9,35,4,0
"(20,31)-(20,51)",9.95847472040623e-05,3,9,4,12,35,15,0
"(20,32)-(20,36)",2.1833727985406153e-16,1,10,2,9,35,4,0
"(20,56)-(20,57)",94.42784190177917,4,35,7,31,9,2,4
