SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(18,8)-(18,67)",96.63795232772827,13,3,14,2,28,8,0
"(18,45)-(18,55)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(18,45)-(18,57)",90.11903405189514,43,3,2,1,45,10,0
"(18,56)-(18,57)",12.445085495710373,29,3,1,43,21,14,0
"(21,3)-(28,35)",0.161542440764606,8,13,9,12,37,40,0
"(21,12)-(27,61)",4.727165094233583e-13,13,9,26,40,12,37,0
"(22,5)-(27,61)",10.077990591526031,21,13,3,9,41,37,0
"(25,5)-(27,61)",0.00016389923302995157,36,30,13,14,18,2,0
"(26,5)-(27,61)",7.896171609900193e-05,14,3,13,2,28,21,0
"(27,5)-(27,61)",8.997959643602371,30,2,3,14,13,12,0
"(27,51)-(27,61)",89.49320316314697,45,1,3,2,7,4,0
"(28,3)-(28,13)",5.381870948895084e-07,10,2,33,1,9,34,0
"(28,3)-(28,35)",7.7520012855529785,28,14,3,19,27,1,0
"(28,14)-(28,35)",20.502738654613495,27,43,19,13,14,3,0
"(28,15)-(28,18)",2.7594459361149305e-13,29,1,3,2,32,33,0
