SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(19,5)-(22,52)",47.06258177757263,21,3,9,14,13,8,0
"(19,11)-(19,22)",1.1363963103860897e-07,1,2,10,3,17,33,0
"(19,17)-(19,22)",0.0055265281844185665,11,20,1,12,15,31,11
"(19,21)-(19,22)",44.23443675041199,29,7,1,21,2,3,0
"(20,5)-(22,52)",0.0003062996938751894,30,36,2,18,14,3,0
"(20,16)-(20,22)",0.05345573299564421,2,4,50,45,1,7,0
"(22,19)-(22,33)",3.3329030202366994e-06,1,43,2,29,27,33,0
"(22,19)-(22,45)",2.2933922708034515,2,3,36,5,6,30,0
"(22,34)-(22,35)",5.39227906770634e-07,2,14,1,33,29,24,0
"(22,36)-(22,40)",31.151461601257324,4,1,22,2,27,24,0
