SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,24)-(2,78)",9.655973315238953,8,2,9,3,33,14,0
"(2,38)-(2,39)",34.262314438819885,33,2,8,1,10,9,0
"(2,38)-(2,41)",6.417530030012131,6,2,43,9,8,1,0
"(2,56)-(2,62)",5.822953674794462e-07,1,9,2,10,12,33,0
"(2,56)-(2,70)",2.604294940829277,9,14,2,1,33,3,0
"(2,63)-(2,70)",7.420258043566719e-05,2,12,1,9,30,8,0
"(2,64)-(2,65)",8.984588086605072,1,2,9,4,12,8,0
"(5,3)-(5,73)",9.944501519203186,8,9,2,3,4,33,0
"(5,14)-(5,51)",3.374954928858642e-05,33,26,2,1,19,8,0
"(5,18)-(5,51)",3.86418015640988e-09,15,16,2,8,12,11,0
"(5,47)-(5,51)",3.4472540111091937e-12,7,2,29,1,4,21,0
"(5,55)-(5,61)",5.381870948895084e-07,10,2,33,1,9,34,0
"(5,55)-(5,73)",18.10583472251892,8,9,3,14,6,1,0
"(5,62)-(5,73)",21.133065223693848,2,1,8,12,3,33,0
"(5,63)-(5,69)",8.984588086605072,1,2,9,4,12,8,0
