SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(16,3)-(18,76)",6.9944992661476135,9,30,8,12,1,13,0
"(16,9)-(16,67)",0.004186987644061446,26,17,1,9,33,42,0
"(16,11)-(16,67)",2.94953927948427e-07,26,42,9,8,33,21,0
"(16,15)-(16,67)",7.750799113637186e-06,11,1,20,8,18,40,11
"(16,49)-(16,64)",0.07607953157275915,2,3,24,50,1,9,0
"(16,50)-(16,61)",5.361519672783706e-12,1,29,10,32,2,35,0
"(16,62)-(16,63)",0.026013609021902084,1,29,3,32,2,43,0
"(18,43)-(18,57)",8.984588086605072,1,2,9,4,12,8,0
"(18,43)-(18,69)",2.048243209719658,14,12,3,2,6,15,0
"(18,58)-(18,59)",3.3328969806234454e-06,1,43,2,29,27,33,0
