SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(16,5)-(19,52)",39.057719707489014,21,3,13,9,41,37,0
"(16,11)-(16,74)",1.2301263119240957e-06,26,2,33,17,1,30,0
"(16,13)-(16,74)",5.872923480865211e-07,26,42,9,8,33,1,0
"(16,17)-(16,74)",80.37911653518677,18,16,11,12,1,30,0
"(16,36)-(16,74)",54.50478196144104,18,11,1,15,49,8,11
"(16,55)-(16,73)",4.910764501574187e-15,24,1,3,7,14,33,0
"(17,5)-(19,52)",0.0003102115897490876,36,30,13,14,18,3,0
"(17,16)-(17,24)",3.3072766747466176e-09,12,2,1,9,3,14,0
"(17,21)-(17,23)",85.6988251209259,7,1,4,24,2,19,0
"(19,19)-(19,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(19,19)-(19,45)",2.2933926433324814,2,3,36,5,6,30,0
"(19,34)-(19,35)",3.3329030202366994e-06,1,43,2,29,27,33,0
"(19,36)-(19,40)",7.188742490171762e-07,2,14,12,49,15,1,0
